ImageNumber,ExpectedValue,InOptions,OptionPosition
44378,7,NON,-1
44379,4,OUI,1
44380,3,NON,-1
44381,5,NON,-1
44382,6,NON,-1
44383,5,OUI,2
44384,9,OUI,2
44385,3,NON,-1
44386,4,OUI,1
44387,7,OUI,0
44388,3,OUI,0
44389,1,NON,-1
44390,5,NON,-1
44391,8,NON,-1
44392,7,OUI,0
44393,2,OUI,17
44394,6,OUI,4
44395,2,OUI,1
44396,9,NON,-1
44397,3,NON,-1
44398,7,OUI,0
44399,0,NON,-1
44400,9,NON,-1
44401,2,OUI,36
44402,9,NON,-1
44403,9,OUI,2
44404,5,NON,-1
44405,4,NON,-1
44406,5,NON,-1
44407,9,OUI,0
44408,3,OUI,1
44409,7,OUI,0
44410,6,NON,-1
44411,0,NON,-1
44412,2,NON,-1
44413,0,NON,-1
44414,2,OUI,21
44415,2,OUI,8
44416,3,OUI,0
44417,7,OUI,0
44418,1,OUI,4
44419,4,NON,-1
44420,6,NON,-1
44421,9,NON,-1
44422,1,OUI,1
44423,9,NON,-1
44424,2,NON,-1
44425,2,NON,-1
44426,3,OUI,0
44427,8,NON,-1
44428,6,NON,-1
44429,9,NON,-1
44430,9,NON,-1
44431,1,OUI,5
44432,1,OUI,28
44433,8,NON,-1
44434,7,NON,-1
44435,3,OUI,0
44436,8,OUI,3
44437,8,NON,-1
44438,9,NON,-1
44439,3,OUI,0
44440,3,NON,-1
44441,6,OUI,1
44442,8,NON,-1
44443,7,OUI,0
44444,6,NON,-1
44445,0,NON,-1
44446,1,OUI,0
44447,4,OUI,4
44448,0,NON,-1
44449,0,OUI,15
44450,9,OUI,0
44451,0,OUI,15
44452,6,NON,-1
44453,1,OUI,8
44454,1,OUI,3
44455,2,NON,-1
44456,3,NON,-1
44457,3,OUI,27
44458,8,OUI,4
44459,4,OUI,0
44460,6,OUI,0
44461,5,OUI,2
44462,3,OUI,1
44463,6,NON,-1
44464,4,NON,-1
44465,7,OUI,0
44466,4,NON,-1
44467,8,NON,-1
44468,3,OUI,1
44469,9,OUI,1
44470,7,NON,-1
44471,0,OUI,5
44472,7,NON,-1
44473,1,OUI,2
44474,0,NON,-1
44475,2,NON,-1
44476,5,NON,-1
44477,3,OUI,31
44478,3,OUI,0
44479,4,OUI,0
44480,5,NON,-1
44481,5,OUI,5
44482,1,OUI,0
44483,6,NON,-1
44484,8,NON,-1
44485,7,OUI,0
44486,9,NON,-1
44487,8,NON,-1
44488,5,NON,-1
44489,9,OUI,20
44490,2,NON,-1
44491,0,NON,-1
44492,2,OUI,0
44493,1,OUI,7
44494,5,OUI,0
44495,2,NON,-1
44496,4,OUI,7
44497,3,OUI,0
44498,6,NON,-1
44499,4,OUI,0
44500,7,OUI,0
44501,5,NON,-1
44502,2,OUI,0
44503,6,NON,-1
44504,3,OUI,0
44505,7,OUI,0
44506,5,OUI,2
44507,8,NON,-1
44508,5,NON,-1
44509,9,OUI,0
44510,3,OUI,0
44511,1,OUI,2
44512,7,NON,-1
44513,0,OUI,9
44514,8,NON,-1
44515,4,NON,-1
44516,7,NON,-1
44517,6,NON,-1
44518,0,OUI,2
44519,3,OUI,33
44520,2,NON,-1
44521,4,OUI,0
44522,3,OUI,32
44523,4,NON,-1
44524,1,NON,-1
44525,2,OUI,11
44526,7,NON,-1
44527,8,NON,-1
44528,4,NON,-1
44529,1,OUI,4
44530,4,NON,-1
44531,0,OUI,1
44532,8,OUI,0
44533,6,NON,-1
44534,9,NON,-1
44535,4,NON,-1
44536,7,OUI,0
44537,9,NON,-1
44538,7,OUI,0
44539,7,NON,-1
44540,3,OUI,0
44541,2,OUI,21
44542,1,NON,-1
44543,3,OUI,0
44544,4,OUI,22
44545,3,OUI,0
44546,3,NON,-1
44547,9,NON,-1
44548,1,OUI,3
44549,2,OUI,10
44550,9,NON,-1
44551,0,OUI,1
44552,7,NON,-1
44553,9,OUI,2
44554,5,OUI,1
44555,3,OUI,0
44556,1,OUI,4
44557,3,NON,-1
44558,0,OUI,0
44559,9,NON,-1
44560,0,NON,-1
44561,1,OUI,4
44562,7,OUI,0
44563,5,OUI,3
44564,5,NON,-1
44565,2,OUI,2
44566,7,NON,-1
44567,3,NON,-1
44568,8,NON,-1
44569,1,OUI,5
44570,7,NON,-1
44571,6,NON,-1
44572,7,NON,-1
44573,7,NON,-1
44574,7,OUI,0
44575,3,NON,-1
44576,8,NON,-1
44577,7,NON,-1
44578,0,NON,-1
44579,8,OUI,0
44580,3,NON,-1
44581,4,NON,-1
44582,1,NON,-1
44583,0,NON,-1
44584,4,NON,-1
44585,2,OUI,6
44586,9,NON,-1
44587,4,NON,-1
44588,7,NON,-1
44589,0,NON,-1
44590,7,NON,-1
44591,2,OUI,14
44592,9,OUI,0
44593,4,OUI,0
44594,4,NON,-1
44595,7,NON,-1
44596,3,OUI,0
44597,8,OUI,0
44598,0,NON,-1
44599,0,NON,-1
44600,9,NON,-1
44601,7,OUI,0
44602,6,NON,-1
44603,0,NON,-1
44604,8,NON,-1
44605,6,NON,-1
44606,0,OUI,0
44607,9,NON,-1
44608,3,OUI,0
44609,3,OUI,0
44610,7,OUI,0
44611,2,OUI,2
44612,2,OUI,14
44613,4,OUI,0
44614,0,NON,-1
44615,8,OUI,3
44616,8,OUI,3
44617,6,NON,-1
44618,9,NON,-1
44619,0,NON,-1
44620,4,NON,-1
44621,5,NON,-1
44622,1,OUI,12
44623,7,NON,-1
44624,8,OUI,4
44625,5,OUI,3
44626,7,OUI,2
44627,1,OUI,15
44628,1,OUI,2
44629,0,OUI,15
44630,3,NON,-1
44631,8,NON,-1
44632,4,NON,-1
44633,1,OUI,3
44634,5,OUI,17
44635,6,NON,-1
44636,4,NON,-1
44637,7,NON,-1
44638,8,OUI,2
44639,2,OUI,7
44640,7,OUI,0
44641,9,NON,-1
44642,5,NON,-1
44643,7,NON,-1
44644,6,OUI,18
44645,9,NON,-1
44646,4,OUI,3
44647,5,NON,-1
44648,1,OUI,5
44649,6,NON,-1
44650,1,NON,-1
44651,5,OUI,3
44652,8,NON,-1
44653,2,NON,-1
44654,8,OUI,1
44655,6,OUI,2
44656,0,NON,-1
44657,2,OUI,38
44658,7,OUI,3
44659,8,OUI,2
44660,0,OUI,14
44661,1,OUI,15
44662,5,OUI,0
44663,7,NON,-1
44664,5,OUI,3
44665,5,NON,-1
44666,6,NON,-1
44667,5,NON,-1
44668,4,OUI,3
44669,7,OUI,0
44670,9,NON,-1
44671,3,NON,-1
44672,2,OUI,2
44673,5,NON,-1
44674,5,NON,-1
44675,0,OUI,4
44676,8,OUI,5
44677,1,OUI,9
44678,9,NON,-1
44679,1,NON,-1
44680,1,OUI,7
44681,3,OUI,0
44682,1,NON,-1
44683,8,OUI,2
44684,3,NON,-1
44685,4,OUI,0
44686,8,NON,-1
44687,9,OUI,2
44688,4,NON,-1
44689,4,OUI,25
44690,6,NON,-1
44691,5,OUI,3
44692,0,NON,-1
44693,1,NON,-1
44694,4,NON,-1
44695,8,OUI,1
44696,0,NON,-1
44697,6,NON,-1
44698,1,OUI,35
44699,8,OUI,2
44700,0,NON,-1
44701,9,NON,-1
44702,8,NON,-1
44703,0,OUI,1
44704,0,NON,-1
44705,1,OUI,4
44706,5,NON,-1
44707,2,NON,-1
44708,7,NON,-1
44709,3,OUI,18
44710,2,OUI,16
44711,4,OUI,1
44712,4,NON,-1
44713,5,OUI,11
44714,8,NON,-1
44715,6,NON,-1
44716,3,OUI,0
44717,7,OUI,0
44718,2,NON,-1
44719,8,OUI,4
44720,0,OUI,3
44721,9,NON,-1
44722,6,NON,-1
44723,0,OUI,12
44724,1,OUI,14
44725,1,OUI,3
44726,7,OUI,0
44727,2,NON,-1
44728,6,NON,-1
44729,3,NON,-1
44730,0,OUI,10
44731,4,NON,-1
44732,6,NON,-1
44733,5,OUI,0
44734,7,NON,-1
44735,6,NON,-1
44736,5,NON,-1
44737,7,NON,-1
44738,5,NON,-1
44739,8,NON,-1
44740,2,NON,-1
44741,9,NON,-1
44742,6,NON,-1
44743,0,OUI,1
44744,0,NON,-1
44745,1,OUI,9
44746,9,NON,-1
44747,2,NON,-1
44748,8,OUI,0
44749,3,NON,-1
44750,0,OUI,4
44751,4,NON,-1
44752,5,OUI,12
44753,5,NON,-1
44754,6,NON,-1
44755,6,NON,-1
44756,7,OUI,4
44757,7,NON,-1
44758,2,NON,-1
44759,8,NON,-1
44760,5,OUI,0
44761,4,OUI,0
44762,9,NON,-1
44763,9,NON,-1
44764,3,OUI,0
44765,4,OUI,0
44766,0,OUI,1
44767,2,NON,-1
44768,0,OUI,20
44769,9,NON,-1
44770,1,OUI,5
44771,4,OUI,0
44772,7,NON,-1
44773,5,NON,-1
44774,7,OUI,0
44775,8,NON,-1
44776,9,NON,-1
44777,0,OUI,2
44778,9,NON,-1
44779,3,NON,-1
44780,9,NON,-1
44781,5,NON,-1
44782,3,OUI,0
44783,5,NON,-1
44784,2,OUI,0
44785,1,OUI,2
44786,1,OUI,9
44787,7,OUI,1
44788,0,NON,-1
44789,8,OUI,2
44790,6,NON,-1
44791,4,OUI,9
44792,1,NON,-1
44793,5,NON,-1
44794,2,OUI,0
44795,7,OUI,3
44796,0,OUI,31
44797,2,NON,-1
44798,4,OUI,1
44799,3,OUI,1
44800,1,NON,-1
44801,6,NON,-1
44802,5,NON,-1
44803,7,OUI,3
44804,5,NON,-1
44805,7,OUI,0
44806,8,NON,-1
44807,7,NON,-1
44808,6,OUI,0
44809,6,OUI,1
44810,5,NON,-1
44811,0,OUI,0
44812,8,NON,-1
44813,1,NON,-1
44814,6,NON,-1
44815,0,OUI,5
44816,5,OUI,23
44817,6,NON,-1
44818,7,NON,-1
44819,5,OUI,0
44820,5,OUI,2
44821,5,OUI,8
44822,9,NON,-1
44823,2,NON,-1
44824,9,NON,-1
44825,9,NON,-1
44826,0,NON,-1
44827,3,OUI,33
44828,2,NON,-1
44829,1,OUI,4
44830,5,NON,-1
44831,4,OUI,0
44832,7,OUI,0
44833,8,NON,-1
44834,8,OUI,5
44835,7,NON,-1
44836,7,OUI,2
44837,3,OUI,0
44838,0,NON,-1
44839,8,OUI,3
44840,7,OUI,0
44841,2,NON,-1
44842,4,OUI,14
44843,6,NON,-1
44844,0,OUI,10
44845,5,OUI,0
44846,0,OUI,4
44847,2,NON,-1
44848,3,OUI,36
44849,7,OUI,0
44850,4,OUI,0
44851,9,NON,-1
44852,5,NON,-1
44853,7,OUI,7
44854,9,NON,-1
44855,9,NON,-1
44856,1,OUI,5
44857,1,OUI,1
44858,5,NON,-1
44859,0,OUI,1
44860,4,OUI,18
44861,8,NON,-1
44862,0,NON,-1
44863,9,NON,-1
44864,1,OUI,5
44865,7,NON,-1
44866,8,NON,-1
44867,0,OUI,2
44868,7,NON,-1
44869,5,OUI,0
44870,6,NON,-1
44871,0,OUI,1
44872,0,NON,-1
44873,3,OUI,0
44874,8,OUI,7
44875,8,NON,-1
44876,1,NON,-1
44877,4,OUI,1
44878,9,NON,-1
44879,6,NON,-1
44880,8,OUI,0
44881,2,NON,-1
44882,9,NON,-1
44883,0,OUI,26
44884,9,NON,-1
44885,4,OUI,5
44886,1,OUI,1
44887,1,OUI,11
44888,3,OUI,23
44889,3,NON,-1
44890,9,NON,-1
44891,1,OUI,1
44892,9,NON,-1
44893,0,NON,-1
44894,4,OUI,2
44895,9,NON,-1
44896,7,OUI,0
44897,0,OUI,3
44898,2,OUI,0
44899,1,OUI,5
44900,0,NON,-1
44901,2,NON,-1
44902,2,OUI,1
44903,3,NON,-1
44904,4,NON,-1
44905,4,NON,-1
44906,3,NON,-1
44907,5,OUI,17
44908,7,OUI,0
44909,6,NON,-1
44910,5,NON,-1
44911,7,NON,-1
44912,7,OUI,0
44913,8,NON,-1
44914,7,NON,-1
44915,9,OUI,10
44916,5,OUI,19
44917,0,OUI,26
44918,8,OUI,0
44919,1,OUI,1
44920,7,NON,-1
44921,4,OUI,0
44922,4,NON,-1
44923,5,NON,-1
44924,5,OUI,3
44925,6,NON,-1
44926,9,OUI,15
44927,7,NON,-1
44928,5,NON,-1
44929,8,OUI,6
44930,5,NON,-1
44931,9,OUI,1
44932,6,OUI,6
44933,0,NON,-1
44934,2,NON,-1
44935,1,OUI,9
44936,9,NON,-1
44937,4,NON,-1
44938,5,OUI,9
44939,5,NON,-1
44940,7,NON,-1
44941,6,NON,-1
44942,4,OUI,24
44943,7,OUI,1
44944,8,OUI,3
44945,8,NON,-1
44946,9,NON,-1
44947,9,NON,-1
44948,9,OUI,30
44949,7,NON,-1
44950,2,NON,-1
44951,0,NON,-1
44952,6,NON,-1
44953,6,NON,-1
44954,7,OUI,2
44955,0,OUI,2
44956,4,NON,-1
44957,7,OUI,0
44958,0,OUI,1
44959,3,NON,-1
44960,4,NON,-1
44961,8,NON,-1
44962,9,NON,-1
44963,6,NON,-1
44964,5,NON,-1
44965,7,OUI,0
44966,1,OUI,2
44967,1,OUI,1
44968,8,NON,-1
44969,3,NON,-1
44970,5,OUI,0
44971,7,NON,-1
44972,7,OUI,0
44973,9,NON,-1
44974,8,OUI,0
44975,7,OUI,1
44976,5,OUI,9
44977,4,OUI,10
44978,2,OUI,0
44979,0,OUI,8
44980,8,NON,-1
44981,6,NON,-1
44982,9,OUI,0
44983,4,OUI,0
44984,6,NON,-1
44985,9,NON,-1
44986,1,OUI,1
44987,5,NON,-1
44988,1,NON,-1
44989,6,NON,-1
44990,4,OUI,1
44991,5,OUI,17
44992,9,OUI,3
44993,2,OUI,0
44994,1,OUI,5
44995,9,NON,-1
44996,1,OUI,7
44997,8,NON,-1
44998,4,NON,-1
44999,5,OUI,2
45000,3,OUI,23
45001,1,OUI,22
45002,1,NON,-1
45003,5,NON,-1
45004,7,OUI,11
45005,3,NON,-1
45006,1,OUI,6
45007,9,OUI,0
45008,3,OUI,0
45009,4,OUI,0
45010,6,NON,-1
45011,5,NON,-1
45012,5,OUI,26
45013,6,NON,-1
45014,7,NON,-1
45015,3,NON,-1
45016,8,NON,-1
45017,4,OUI,0
45018,5,OUI,6
45019,8,NON,-1
45020,7,OUI,11
45021,0,OUI,3
45022,2,OUI,15
45023,6,NON,-1
45024,5,OUI,2
45025,4,OUI,0
45026,8,NON,-1
45027,8,OUI,3
45028,2,OUI,5
45029,1,OUI,1
45030,6,NON,-1
45031,3,NON,-1
45032,1,OUI,4
45033,4,OUI,1
45034,9,NON,-1
45035,0,NON,-1
45036,5,NON,-1
45037,1,OUI,16
45038,4,OUI,0
45039,9,NON,-1
45040,7,NON,-1
45041,2,OUI,0
45042,0,OUI,11
45043,3,NON,-1
45044,9,NON,-1
45045,7,OUI,1
45046,3,NON,-1
45047,2,NON,-1
45048,4,NON,-1
45049,5,NON,-1
45050,8,NON,-1
45051,1,OUI,2
45052,5,OUI,0
45053,7,NON,-1
45054,7,OUI,1
45055,2,NON,-1
45056,8,NON,-1
45057,8,NON,-1
45058,0,OUI,13
45059,7,NON,-1
45060,7,OUI,0
45061,0,OUI,20
45062,9,NON,-1
45063,1,OUI,1
45064,4,NON,-1
45065,9,OUI,2
45066,0,NON,-1
45067,6,NON,-1
45068,7,NON,-1
45069,4,OUI,4
45070,5,OUI,2
45071,9,NON,-1
45072,5,OUI,7
45073,2,NON,-1
45074,9,NON,-1
45075,1,OUI,7
45076,1,OUI,4
45077,2,OUI,9
45078,1,OUI,1
45079,3,NON,-1
45080,6,NON,-1
45081,7,NON,-1
45082,8,OUI,4
45083,0,NON,-1
45084,9,NON,-1
45085,2,OUI,1
45086,9,NON,-1
45087,1,OUI,1
45088,3,OUI,0
45089,3,OUI,1
45090,6,OUI,2
45091,5,NON,-1
45092,1,OUI,3
45093,3,OUI,0
45094,2,OUI,10
45095,4,NON,-1
45096,2,NON,-1
45097,7,OUI,6
45098,8,NON,-1
45099,2,NON,-1
45100,4,OUI,0
45101,5,NON,-1
45102,7,OUI,1
45103,8,NON,-1
45104,6,NON,-1
45105,1,NON,-1
45106,8,NON,-1
45107,6,NON,-1
45108,3,NON,-1
45109,8,NON,-1
45110,8,OUI,0
45111,5,OUI,3
45112,0,OUI,3
45113,6,NON,-1
45114,7,NON,-1
45115,0,OUI,15
45116,8,NON,-1
45117,8,NON,-1
45118,5,NON,-1
45119,9,NON,-1
45120,9,NON,-1
45121,4,OUI,1
45122,8,NON,-1
45123,9,NON,-1
45124,5,NON,-1
45125,2,OUI,14
45126,0,OUI,2
45127,6,NON,-1
45128,0,OUI,16
45129,0,NON,-1
45130,2,NON,-1
45131,1,OUI,6
45132,5,NON,-1
45133,2,OUI,25
45134,5,NON,-1
45135,3,OUI,23
45136,2,OUI,22
45137,4,NON,-1
45138,6,OUI,0
45139,5,NON,-1
45140,1,NON,-1
45141,6,NON,-1
45142,9,OUI,0
45143,7,NON,-1
45144,9,NON,-1
45145,0,NON,-1
45146,0,NON,-1
45147,1,OUI,3
45148,4,OUI,16
45149,2,NON,-1
45150,3,NON,-1
45151,3,OUI,18
45152,0,NON,-1
45153,4,OUI,1
45154,6,OUI,2
45155,5,NON,-1
45156,8,OUI,0
45157,6,NON,-1
45158,2,NON,-1
45159,7,OUI,4
45160,5,NON,-1
45161,8,OUI,7
45162,0,OUI,4
45163,9,NON,-1
45164,3,OUI,14
45165,0,NON,-1
45166,5,NON,-1
45167,1,OUI,1
45168,8,OUI,1
45169,2,OUI,16
45170,7,NON,-1
45171,3,OUI,6
45172,4,OUI,1
45173,4,OUI,3
45174,9,NON,-1
45175,5,OUI,2
45176,9,OUI,0
45177,6,NON,-1
45178,9,NON,-1
45179,7,NON,-1
45180,7,OUI,0
45181,8,NON,-1
45182,1,OUI,2
45183,9,NON,-1
45184,4,OUI,2
45185,7,OUI,1
45186,1,NON,-1
45187,7,NON,-1
45188,7,NON,-1
45189,0,NON,-1
45190,0,OUI,0
45191,4,NON,-1
45192,7,OUI,0
45193,0,NON,-1
45194,8,OUI,0
45195,3,OUI,29
45196,3,NON,-1
45197,1,OUI,3
45198,4,NON,-1
45199,8,NON,-1
45200,7,OUI,0
45201,9,NON,-1
45202,8,OUI,0
45203,2,OUI,22
45204,1,OUI,6
45205,1,OUI,4
45206,2,NON,-1
45207,8,NON,-1
45208,8,NON,-1
45209,6,NON,-1
45210,4,NON,-1
45211,5,OUI,23
45212,5,OUI,0
45213,4,NON,-1
45214,4,OUI,32
45215,7,NON,-1
45216,2,OUI,2
45217,3,OUI,22
45218,0,OUI,19
45219,4,OUI,0
45220,1,OUI,5
45221,1,OUI,6
45222,5,NON,-1
45223,8,NON,-1
45224,6,NON,-1
45225,6,OUI,6
45226,5,OUI,0
45227,9,NON,-1
45228,6,NON,-1
45229,1,OUI,6
45230,0,NON,-1
45231,4,OUI,2
45232,9,NON,-1
45233,5,OUI,2
45234,4,NON,-1
45235,0,NON,-1
45236,9,OUI,2
45237,1,OUI,5
45238,4,OUI,3
45239,3,NON,-1
45240,1,NON,-1
45241,6,NON,-1
45242,9,OUI,1
45243,4,NON,-1
45244,9,NON,-1
45245,8,NON,-1
45246,3,NON,-1
45247,9,NON,-1
45248,6,NON,-1
45249,8,NON,-1
45250,5,NON,-1
45251,2,OUI,0
45252,4,NON,-1
45253,1,OUI,4
45254,1,NON,-1
45255,0,NON,-1
45256,5,OUI,4
45257,7,NON,-1
45258,7,NON,-1
45259,2,OUI,16
45260,3,OUI,0
45261,5,NON,-1
45262,6,NON,-1
45263,5,OUI,0
45264,3,NON,-1
45265,6,NON,-1
45266,3,NON,-1
45267,6,NON,-1
45268,2,NON,-1
45269,6,NON,-1
45270,8,NON,-1
45271,3,OUI,0
45272,3,NON,-1
45273,3,OUI,0
45274,6,OUI,6
45275,3,OUI,0
45276,0,OUI,3
45277,1,NON,-1
45278,4,NON,-1
45279,7,NON,-1
45280,4,OUI,1
45281,2,OUI,3
45282,5,OUI,22
45283,2,OUI,2
45284,1,NON,-1
45285,7,OUI,9
45286,8,NON,-1
45287,2,OUI,14
45288,0,OUI,16
45289,3,OUI,20
45290,1,OUI,5
45291,6,NON,-1
45292,5,OUI,6
45293,8,NON,-1
45294,6,OUI,20
45295,5,NON,-1
45296,4,NON,-1
45297,1,OUI,5
45298,8,NON,-1
45299,4,NON,-1
45300,6,NON,-1
45301,9,NON,-1
45302,1,OUI,3
45303,0,OUI,1
45304,9,NON,-1
45305,5,OUI,2
45306,2,NON,-1
45307,0,NON,-1
45308,9,NON,-1
45309,6,NON,-1
45310,7,NON,-1
45311,8,OUI,0
45312,3,NON,-1
45313,8,NON,-1
45314,7,OUI,0
45315,0,NON,-1
45316,4,OUI,5
45317,8,OUI,0
45318,4,NON,-1
45319,2,OUI,1
45320,1,OUI,7
45321,3,OUI,30
45322,9,NON,-1
45323,9,NON,-1
45324,6,NON,-1
45325,4,OUI,4
45326,8,NON,-1
45327,3,OUI,0
45328,3,NON,-1
45329,7,NON,-1
45330,4,NON,-1
45331,1,NON,-1
45332,2,OUI,4
45333,7,NON,-1
45334,5,NON,-1
45335,6,NON,-1
45336,3,NON,-1
45337,9,NON,-1
45338,6,NON,-1
45339,4,OUI,2
45340,3,OUI,0
45341,2,OUI,0
45342,2,OUI,0
45343,9,NON,-1
45344,5,OUI,8
45345,9,NON,-1
45346,2,NON,-1
45347,2,NON,-1
45348,2,NON,-1
45349,0,NON,-1
45350,2,NON,-1
45351,8,OUI,0
45352,9,NON,-1
45353,4,OUI,5
45354,0,OUI,17
45355,9,NON,-1
45356,8,NON,-1
45357,4,NON,-1
45358,2,OUI,3
45359,0,NON,-1
45360,5,NON,-1
45361,7,OUI,1
45362,2,NON,-1
45363,1,NON,-1
45364,3,OUI,9
45365,3,OUI,24
45366,1,OUI,6
45367,2,OUI,13
45368,6,OUI,16
45369,9,NON,-1
45370,9,NON,-1
45371,0,OUI,1
45372,1,OUI,2
45373,1,OUI,17
45374,7,OUI,0
45375,2,NON,-1
45376,6,NON,-1
45377,3,OUI,0
45378,2,NON,-1
45379,8,NON,-1
45380,9,NON,-1
45381,9,NON,-1
45382,7,NON,-1
45383,0,OUI,2
45384,0,OUI,2
45385,1,NON,-1
45386,0,OUI,3
45387,2,NON,-1
45388,9,NON,-1
45389,3,NON,-1
45390,5,OUI,4
45391,4,OUI,9
45392,7,NON,-1
45393,5,NON,-1
45394,4,OUI,35
45395,6,NON,-1
45396,3,NON,-1
45397,7,OUI,0
45398,3,NON,-1
45399,8,NON,-1
45400,3,NON,-1
45401,0,OUI,0
45402,0,NON,-1
45403,1,OUI,3
45404,4,NON,-1
45405,2,NON,-1
45406,2,OUI,15
45407,3,OUI,0
45408,3,OUI,8
45409,6,NON,-1
45410,6,OUI,16
45411,7,NON,-1
45412,2,NON,-1
45413,8,NON,-1
45414,2,NON,-1
45415,9,NON,-1
45416,8,NON,-1
45417,0,OUI,0
45418,0,OUI,1
45419,3,NON,-1
45420,2,NON,-1
45421,9,NON,-1
45422,0,NON,-1
45423,5,NON,-1
45424,4,NON,-1
45425,6,NON,-1
45426,0,NON,-1
45427,8,NON,-1
45428,7,OUI,2
45429,4,OUI,11
45430,2,OUI,2
45431,9,OUI,2
45432,5,NON,-1
45433,1,NON,-1
45434,0,NON,-1
45435,7,OUI,0
45436,3,NON,-1
45437,1,OUI,0
45438,1,OUI,2
45439,2,NON,-1
45440,9,OUI,0
45441,3,OUI,9
45442,0,OUI,1
45443,5,NON,-1
45444,1,OUI,3
45445,9,NON,-1
45446,7,NON,-1
45447,6,NON,-1
45448,6,NON,-1
45449,9,NON,-1
45450,9,NON,-1
45451,1,OUI,2
45452,5,OUI,8
45453,2,NON,-1
45454,8,NON,-1
45455,0,NON,-1
45456,7,NON,-1
45457,7,OUI,0
45458,8,NON,-1
45459,2,NON,-1
45460,6,NON,-1
45461,9,NON,-1
45462,2,OUI,7
45463,8,NON,-1
45464,2,NON,-1
45465,9,NON,-1
45466,7,NON,-1
45467,0,NON,-1
45468,3,OUI,0
45469,7,OUI,0
45470,5,NON,-1
45471,1,NON,-1
45472,4,OUI,0
45473,3,NON,-1
45474,3,OUI,0
45475,0,NON,-1
45476,0,OUI,2
45477,3,NON,-1
45478,6,NON,-1
45479,6,NON,-1
45480,3,OUI,0
45481,8,NON,-1
45482,5,OUI,14
45483,7,NON,-1
45484,2,NON,-1
45485,4,OUI,14
45486,2,NON,-1
45487,9,OUI,3
45488,2,OUI,10
45489,7,NON,-1
45490,5,NON,-1
45491,5,NON,-1
45492,7,OUI,0
45493,8,NON,-1
45494,0,OUI,2
45495,1,NON,-1
45496,7,NON,-1
45497,5,NON,-1
45498,2,OUI,16
45499,1,NON,-1
45500,2,NON,-1
45501,2,NON,-1
45502,1,NON,-1
45503,0,OUI,1
45504,0,NON,-1
45505,2,OUI,0
45506,6,NON,-1
45507,4,OUI,16
45508,3,OUI,3
45509,3,NON,-1
45510,6,NON,-1
45511,0,OUI,4
45512,5,NON,-1
45513,0,OUI,1
45514,6,OUI,0
45515,0,NON,-1
45516,1,OUI,1
45517,3,OUI,0
45518,7,NON,-1
45519,5,OUI,2
45520,8,NON,-1
45521,7,OUI,1
45522,0,OUI,12
45523,6,NON,-1
45524,7,NON,-1
45525,9,NON,-1
45526,5,NON,-1
45527,9,NON,-1
45528,9,NON,-1
45529,8,NON,-1
45530,7,OUI,3
45531,2,OUI,7
45532,1,OUI,13
45533,7,OUI,0
45534,5,OUI,2
45535,7,OUI,0
45536,5,OUI,2
45537,1,NON,-1
45538,4,NON,-1
45539,0,OUI,4
45540,0,NON,-1
45541,1,OUI,2
45542,6,NON,-1
45543,2,OUI,0
45544,0,OUI,3
45545,3,NON,-1
45546,1,OUI,6
45547,5,OUI,0
45548,7,NON,-1
45549,6,NON,-1
45550,4,NON,-1
45551,7,OUI,0
45552,6,NON,-1
45553,8,OUI,0
45554,3,NON,-1
45555,9,OUI,1
45556,1,NON,-1
45557,0,OUI,15
45558,6,NON,-1
45559,1,OUI,5
45560,4,OUI,2
45561,2,OUI,25
45562,5,NON,-1
45563,3,OUI,0
45564,4,OUI,0
45565,4,NON,-1
45566,6,OUI,11
45567,5,OUI,19
45568,2,NON,-1
45569,6,NON,-1
45570,7,NON,-1
45571,7,OUI,3
45572,1,OUI,7
45573,8,OUI,0
45574,4,OUI,0
45575,9,OUI,0
45576,8,NON,-1
45577,0,NON,-1
45578,4,OUI,2
45579,1,OUI,4
45580,6,NON,-1
45581,6,NON,-1
45582,5,OUI,13
45583,7,OUI,0
45584,2,OUI,0
45585,8,OUI,3
45586,3,NON,-1
45587,9,NON,-1
45588,1,OUI,8
45589,0,OUI,0
45590,4,OUI,2
45591,5,OUI,2
45592,7,NON,-1
45593,6,NON,-1
45594,7,OUI,0
45595,8,NON,-1
45596,0,NON,-1
45597,3,OUI,0
45598,1,NON,-1
45599,3,OUI,0
45600,7,NON,-1
45601,3,OUI,0
45602,5,NON,-1
45603,9,NON,-1
45604,5,NON,-1
45605,9,OUI,1
45606,7,NON,-1
45607,5,OUI,2
45608,0,OUI,13
45609,6,NON,-1
45610,3,OUI,34
45611,4,NON,-1
45612,3,NON,-1
45613,4,NON,-1
45614,6,NON,-1
45615,7,NON,-1
45616,5,NON,-1
45617,0,NON,-1
45618,7,OUI,0
45619,3,OUI,0
45620,2,NON,-1
45621,9,NON,-1
45622,6,NON,-1
45623,6,NON,-1
45624,5,NON,-1
45625,9,NON,-1
45626,7,NON,-1
45627,1,OUI,5
45628,3,OUI,0
45629,5,OUI,0
45630,6,OUI,2
45631,2,NON,-1
45632,9,NON,-1
45633,6,NON,-1
45634,6,NON,-1
45635,6,NON,-1
45636,3,OUI,38
45637,7,NON,-1
45638,2,OUI,18
45639,8,OUI,14
45640,6,NON,-1
45641,1,OUI,9
45642,3,OUI,25
45643,6,NON,-1
45644,3,OUI,0
45645,7,NON,-1
45646,8,NON,-1
45647,8,NON,-1
